time,open,high,low,close,volume
2016-01-11 00:00:00-05:00,98.97,99.06,97.34,98.53,42721303
2016-01-12 00:00:00-05:00,100.55,100.69,98.8399,99.96,41812613
2016-01-13 00:00:00-05:00,100.32,101.19,97.3,97.41,55622868
2016-01-14 00:00:00-05:00,97.96,100.48,95.74,99.51,54777253
2016-01-15 00:00:00-05:00,96.2,97.71,95.36,97.09,62629182
2016-01-19 00:00:00-05:00,98.41,98.65,95.5,96.68,43391493
2016-01-20 00:00:00-05:00,95.1,98.1897,93.42,96.81,62817353
2016-01-21 00:00:00-05:00,97.06,97.88,94.94,96.26,42936023
2016-01-22 00:00:00-05:00,98.63,101.46,98.37,101.42,57509112
2016-01-25 00:00:00-05:00,101.52,101.53,99.21,99.466,41677693
2016-01-26 00:00:00-05:00,99.93,100.88,98.07,99.98,55376442
2016-01-27 00:00:00-05:00,96.04,96.6289,93.34,93.43,118812625
2016-01-28 00:00:00-05:00,93.79,94.52,92.39,94.08,49345543
2016-01-29 00:00:00-05:00,94.52,97.22,94.35,97.14,51178982
2016-02-01 00:00:00-05:00,96.47,96.71,95.4,96.38,34645138
2016-02-02 00:00:00-05:00,95.42,96.04,94.28,94.48,31366472
2016-02-03 00:00:00-05:00,95.0,96.84,94.08,96.34,39060035
2016-02-04 00:00:00-05:00,95.86,97.33,95.19,96.6,34453043
2016-02-05 00:00:00-05:00,96.52,96.92,93.69,94.01,39757840
2016-02-08 00:00:00-05:00,93.15,95.7,93.04,95.01,46800568
2016-02-09 00:00:00-05:00,94.29,95.94,93.93,95.02,38799205
2016-02-10 00:00:00-05:00,95.92,96.35,94.1,94.27,37234874
2016-02-11 00:00:00-05:00,93.79,94.72,92.59,93.66,42738614
2016-02-12 00:00:00-05:00,94.19,94.5,93.01,93.99,34389620
2016-02-16 00:00:00-05:00,94.96,96.85,94.61,96.62,41327019
2016-02-17 00:00:00-05:00,96.67,98.21,96.15,98.11,38114308
2016-02-18 00:00:00-05:00,98.84,98.89,96.091,96.26,30537184
2016-02-19 00:00:00-05:00,96.0,96.7599,95.8,96.03,28058950
2016-02-22 00:00:00-05:00,96.31,96.9,95.92,96.87,29953526
2016-02-23 00:00:00-05:00,96.4,96.5,94.55,94.69,25918605
2016-02-24 00:00:00-05:00,93.98,96.38,93.32,96.1,31035570
2016-02-25 00:00:00-05:00,96.05,96.76,95.25,96.76,23190207
2016-02-26 00:00:00-05:00,97.2,98.0237,96.58,96.91,25138647
2016-02-29 00:00:00-05:00,96.85,98.23,96.65,96.6501,25151829
2016-03-01 00:00:00-05:00,97.69,100.77,97.42,100.53,44527222
2016-03-02 00:00:00-05:00,100.51,100.89,99.64,100.73,28438012
2016-03-03 00:00:00-05:00,100.58,101.7099,100.45,101.5,30574964
2016-03-04 00:00:00-05:00,102.37,103.75,101.37,103.01,40276161
2016-03-07 00:00:00-05:00,102.39,102.83,100.96,101.87,30869072
2016-03-08 00:00:00-05:00,100.78,101.76,100.4,101.04,26756386
2016-03-09 00:00:00-05:00,101.31,101.58,100.27,101.11,22629611
2016-03-10 00:00:00-05:00,101.41,102.24,100.15,101.17,28819295
2016-03-11 00:00:00-05:00,102.24,102.28,101.5,102.25,22251329
2016-03-14 00:00:00-04:00,101.91,102.91,101.78,102.52,20440438
2016-03-15 00:00:00-04:00,103.96,105.18,103.85,104.58,33328948
2016-03-16 00:00:00-04:00,104.61,106.31,104.59,105.97,32804254
2016-03-17 00:00:00-04:00,105.52,106.47,104.96,105.8,27830114
2016-03-18 00:00:00-04:00,106.34,106.5,105.19,105.91,33514624
2016-03-21 00:00:00-04:00,105.93,107.65,105.1401,105.91,30713719
2016-03-22 00:00:00-04:00,105.25,107.29,105.21,106.74,26580707
2016-03-23 00:00:00-04:00,106.48,107.07,105.9,106.14,22090263
2016-03-24 00:00:00-04:00,105.47,106.25,104.89,105.66,21472996
2016-03-28 00:00:00-04:00,106.0,106.19,105.06,105.19,15799738
2016-03-29 00:00:00-04:00,104.89,107.79,104.88,107.68,26057319
2016-03-30 00:00:00-04:00,108.65,110.42,108.6,109.59,38950603
2016-03-31 00:00:00-04:00,109.72,109.9,108.88,108.96,19859405
2016-04-01 00:00:00-04:00,108.78,110.0,108.2,109.96,20601979
2016-04-04 00:00:00-04:00,110.42,112.19,110.27,111.1299,31875602
2016-04-05 00:00:00-04:00,109.65,110.73,109.42,109.803,22556763
2016-04-06 00:00:00-04:00,110.23,110.98,109.2,110.951,22315281
2016-04-07 00:00:00-04:00,109.95,110.42,108.121,108.54,25673179
2016-04-08 00:00:00-04:00,108.91,109.77,108.17,108.66,19868446
2016-04-11 00:00:00-04:00,108.97,110.61,108.83,109.03,23700140
2016-04-12 00:00:00-04:00,109.37,110.5,108.66,110.44,23749272
2016-04-13 00:00:00-04:00,110.8,112.34,110.8,112.04,28494232
2016-04-14 00:00:00-04:00,111.62,112.39,111.33,112.1,21602652
2016-04-15 00:00:00-04:00,112.02,112.3,109.73,109.814,38138643
2016-04-18 00:00:00-04:00,108.9,108.95,106.94,107.4,42246981
2016-04-19 00:00:00-04:00,107.88,108.0,106.23,106.95,27179179
2016-04-20 00:00:00-04:00,106.64,108.09,106.06,107.13,24254322
2016-04-21 00:00:00-04:00,106.93,106.93,105.52,105.97,27406971
2016-04-22 00:00:00-04:00,105.02,106.48,104.62,105.68,27562177
2016-04-25 00:00:00-04:00,105.0,105.65,104.51,105.08,23906931
2016-04-26 00:00:00-04:00,103.91,105.3,103.91,104.3,34900209
2016-04-27 00:00:00-04:00,96.0,98.71,95.68,97.81,96061804
2016-04-28 00:00:00-04:00,97.61,97.88,94.25,94.82,73560823
2016-04-29 00:00:00-04:00,93.99,94.72,92.51,93.74,59167068
2016-05-02 00:00:00-04:00,93.96,94.08,92.4,93.64,42747840
2016-05-03 00:00:00-04:00,94.2,95.74,93.68,95.18,49908773
2016-05-04 00:00:00-04:00,95.2,95.9,93.82,94.23,33529282
2016-05-05 00:00:00-04:00,94.0,94.07,92.68,93.24,30332575
2016-05-06 00:00:00-04:00,93.37,93.45,91.85,92.72,38967549
2016-05-09 00:00:00-04:00,93.0,93.77,92.59,92.79,27212357
2016-05-10 00:00:00-04:00,93.33,93.57,92.11,93.4,29906998
2016-05-11 00:00:00-04:00,93.46,93.57,92.46,92.51,24194828
2016-05-12 00:00:00-04:00,92.77,92.78,89.47,90.34,68769903
2016-05-13 00:00:00-04:00,90.01,91.67,90.0,90.52,38788350
2016-05-16 00:00:00-04:00,92.45,94.39,91.65,93.87,51078865
2016-05-17 00:00:00-04:00,94.55,94.7,93.01,93.48,39312545
2016-05-18 00:00:00-04:00,94.16,95.21,93.89,94.57,36439836
2016-05-19 00:00:00-04:00,94.63,94.64,93.57,94.2,24660588
2016-05-20 00:00:00-04:00,94.7,95.43,94.52,95.22,26446796
2016-05-23 00:00:00-04:00,95.87,97.19,95.67,96.42,30951454
2016-05-24 00:00:00-04:00,97.24,98.09,96.84,97.88,28951649
2016-05-25 00:00:00-04:00,98.67,99.74,98.11,99.6,31725301
2016-05-26 00:00:00-04:00,99.68,100.73,98.64,100.42,33891197
2016-05-27 00:00:00-04:00,99.44,100.47,99.245,100.34,29593091
2016-05-31 00:00:00-04:00,99.6,100.4,98.82,99.86,31528350
2016-06-01 00:00:00-04:00,99.02,99.54,98.33,98.45,25516389
2016-06-02 00:00:00-04:00,97.6,97.84,96.63,97.7,34788730
2016-06-03 00:00:00-04:00,97.82,98.27,97.45,97.91,22951529
2016-06-06 00:00:00-04:00,97.99,101.89,97.55,98.63,20113927
2016-06-07 00:00:00-04:00,99.25,99.87,98.96,99.04,18758692
2016-06-08 00:00:00-04:00,99.02,99.56,98.68,98.94,16837298
2016-06-09 00:00:00-04:00,98.5,99.99,98.46,99.66,22845763
2016-06-10 00:00:00-04:00,98.53,99.3457,98.48,98.84,25652617
2016-06-13 00:00:00-04:00,98.6,99.12,97.1,97.34,32476423
2016-06-14 00:00:00-04:00,97.32,98.475,96.75,97.46,27705093
2016-06-15 00:00:00-04:00,97.82,98.41,97.03,97.14,23878753
2016-06-16 00:00:00-04:00,96.45,97.75,96.07,97.57,27214290
2016-06-17 00:00:00-04:00,96.62,96.65,95.3,95.32,41406592
2016-06-20 00:00:00-04:00,96.0,96.57,95.03,95.1,29667484
2016-06-21 00:00:00-04:00,94.94,96.35,94.676,95.91,30475772
2016-06-22 00:00:00-04:00,96.25,96.89,95.35,95.56,24569301
2016-06-23 00:00:00-04:00,95.94,96.29,95.25,96.09,26651509
2016-06-24 00:00:00-04:00,92.91,94.655,92.65,93.37,49134871
2016-06-27 00:00:00-04:00,93.05,93.06,91.5,92.04,38067632
2016-06-28 00:00:00-04:00,92.9,93.66,92.14,93.59,33621613
2016-06-29 00:00:00-04:00,93.97,94.55,93.63,94.4,30275659
2016-06-30 00:00:00-04:00,94.45,95.77,94.3,95.61,27601620
2016-07-01 00:00:00-04:00,95.49,96.465,95.33,95.9,21670724
2016-07-05 00:00:00-04:00,95.39,95.4,94.46,95.02,21240524
2016-07-06 00:00:00-04:00,94.6,95.66,94.37,95.53,27380102
2016-07-07 00:00:00-04:00,95.7,96.5,95.62,95.94,20464128
2016-07-08 00:00:00-04:00,96.5,96.89,96.05,96.68,23873178
2016-07-11 00:00:00-04:00,96.75,97.65,96.74,96.98,19763388
2016-07-12 00:00:00-04:00,97.17,97.7,97.12,97.42,20345046
2016-07-13 00:00:00-04:00,97.41,97.67,96.84,96.87,20386726
2016-07-14 00:00:00-04:00,97.39,98.99,97.32,98.79,34015014
2016-07-15 00:00:00-04:00,98.92,99.3,98.5,98.76,25371141
2016-07-18 00:00:00-04:00,98.7,100.13,98.6,99.83,31869476
2016-07-19 00:00:00-04:00,99.56,100.0,99.34,99.87,19679641
2016-07-20 00:00:00-04:00,99.92,100.46,99.735,99.93,22352896
2016-07-21 00:00:00-04:00,99.82,101.0,99.13,99.42,26748726
2016-07-22 00:00:00-04:00,99.26,99.3,98.31,98.66,23760993
2016-07-25 00:00:00-04:00,98.25,98.84,96.92,97.32,33782230
2016-07-26 00:00:00-04:00,96.82,97.97,96.42,96.6723,37090175
2016-07-27 00:00:00-04:00,104.28,104.35,102.75,102.97,74887456
2016-07-28 00:00:00-04:00,102.83,104.45,102.82,104.33,31977308
2016-07-29 00:00:00-04:00,104.19,104.55,103.68,104.195,22004496
2016-08-01 00:00:00-04:00,104.41,106.15,104.41,106.06,32921596
2016-08-02 00:00:00-04:00,106.05,106.07,104.0,104.47,28848631
2016-08-03 00:00:00-04:00,104.81,105.84,104.77,105.8,24378844
2016-08-04 00:00:00-04:00,105.58,106.0,105.28,105.89,21958395
2016-08-05 00:00:00-04:00,106.27,107.65,106.18,107.47,29026661
2016-08-08 00:00:00-04:00,107.52,108.37,107.16,108.37,22108378
2016-08-09 00:00:00-04:00,108.23,108.94,108.01,108.82,22122202
2016-08-10 00:00:00-04:00,108.71,108.9,107.76,108.0,21030482
2016-08-11 00:00:00-04:00,108.55,108.93,107.85,107.93,19297403
2016-08-12 00:00:00-04:00,107.78,108.44,107.77,108.16,15993439
2016-08-15 00:00:00-04:00,108.14,109.54,108.08,109.51,21544536
2016-08-16 00:00:00-04:00,109.63,110.23,109.21,109.38,26748707
2016-08-17 00:00:00-04:00,109.1,109.37,108.34,109.2,21357768
2016-08-18 00:00:00-04:00,109.23,109.6,109.02,109.0811,16952803
2016-08-19 00:00:00-04:00,108.78,109.69,108.36,109.36,21763758
2016-08-22 00:00:00-04:00,108.86,109.04,107.85,108.5,21738942
2016-08-23 00:00:00-04:00,108.59,109.32,108.53,108.83,16418018
2016-08-24 00:00:00-04:00,108.57,108.75,107.68,108.04,19510444
2016-08-25 00:00:00-04:00,107.39,108.03,106.68,107.59,21766919
2016-08-26 00:00:00-04:00,107.41,107.95,106.31,106.94,23776955
2016-08-29 00:00:00-04:00,106.62,107.44,106.29,106.82,20302223
2016-08-30 00:00:00-04:00,105.8,106.5,102.98,105.99,20683070
2016-08-31 00:00:00-04:00,105.66,106.5699,105.64,106.11,21169917
2016-09-01 00:00:00-04:00,106.14,106.8,105.62,106.73,20447284
2016-09-02 00:00:00-04:00,107.7,108.0,106.82,107.73,21641523
2016-09-06 00:00:00-04:00,107.9,108.3,107.51,107.7,19034083
2016-09-07 00:00:00-04:00,107.83,108.76,107.07,108.37,37721316
2016-09-08 00:00:00-04:00,107.23,107.27,105.24,105.51,45676003
2016-09-09 00:00:00-04:00,104.64,105.72,103.14,103.14,38335022
2016-09-12 00:00:00-04:00,102.65,105.72,102.53,105.44,37817332
2016-09-13 00:00:00-04:00,107.51,108.79,107.24,108.02,53380948
2016-09-14 00:00:00-04:00,108.75,113.03,108.6,111.77,101893125
2016-09-15 00:00:00-04:00,113.86,115.73,113.49,115.57,79345519
2016-09-16 00:00:00-04:00,115.17,116.13,114.04,114.91,60151225
2016-09-19 00:00:00-04:00,115.19,116.18,113.25,113.53,41185488
2016-09-20 00:00:00-04:00,113.05,114.12,112.51,113.57,29835187
2016-09-21 00:00:00-04:00,113.85,113.989,112.441,113.53,29556298
2016-09-22 00:00:00-04:00,114.35,114.94,114.0,114.61,26551417
2016-09-23 00:00:00-04:00,114.42,114.79,111.55,112.7049,47037844
2016-09-26 00:00:00-04:00,111.64,113.39,111.55,112.87,24375141
2016-09-27 00:00:00-04:00,113.0,113.18,112.34,113.11,19833234
2016-09-28 00:00:00-04:00,113.69,114.64,113.43,113.95,25725498
2016-09-29 00:00:00-04:00,113.16,113.8,111.8,112.18,32052749
2016-09-30 00:00:00-04:00,112.48,113.37,111.8,113.03,28003656
2016-10-03 00:00:00-04:00,112.71,113.05,112.28,112.51,17910308
2016-10-04 00:00:00-04:00,113.06,114.31,112.63,113.02,26518801
2016-10-05 00:00:00-04:00,113.4,113.66,112.69,113.04,17966455
2016-10-06 00:00:00-04:00,113.7,114.34,113.13,113.91,24740644
2016-10-07 00:00:00-04:00,114.31,114.56,113.51,114.03,21078163
2016-10-10 00:00:00-04:00,115.06,116.75,114.72,116.05,31117606
2016-10-11 00:00:00-04:00,117.65,118.69,116.2,116.34,54033397
2016-10-12 00:00:00-04:00,117.35,117.98,116.75,117.35,33616928
2016-10-13 00:00:00-04:00,116.79,117.44,115.72,116.99,31618670
2016-10-14 00:00:00-04:00,117.88,118.17,117.13,117.63,29203895
2016-10-17 00:00:00-04:00,117.33,117.84,116.78,117.55,19816218
2016-10-18 00:00:00-04:00,118.18,118.21,117.45,117.45,19457641
2016-10-19 00:00:00-04:00,117.25,117.76,113.8,117.12,17159909
2016-10-20 00:00:00-04:00,116.86,117.38,116.33,117.01,21097370
2016-10-21 00:00:00-04:00,116.81,116.91,116.28,116.53,19018844
2016-10-24 00:00:00-04:00,117.1,117.74,117.0,117.61,19189694
2016-10-25 00:00:00-04:00,117.96,118.36,117.31,118.26,34284501
2016-10-26 00:00:00-04:00,114.31,115.7,113.31,115.59,56037814
2016-10-27 00:00:00-04:00,115.39,115.86,114.1,114.5,22647683
2016-10-28 00:00:00-04:00,113.86,115.21,113.45,113.72,31334377
2016-10-31 00:00:00-04:00,113.65,114.23,113.2,113.56,20121122
2016-11-01 00:00:00-04:00,113.46,113.77,110.53,111.49,36702388
2016-11-02 00:00:00-04:00,111.4,112.35,111.23,111.6,23002755
2016-11-03 00:00:00-04:00,110.98,111.46,109.55,109.82,21826879
2016-11-04 00:00:00-04:00,108.53,110.25,108.11,108.84,25466882
2016-11-07 00:00:00-05:00,110.1,110.51,109.46,110.41,26598058
2016-11-08 00:00:00-05:00,110.31,111.72,109.7,111.06,20661519
2016-11-09 00:00:00-05:00,109.88,111.32,108.05,110.88,48414780
2016-11-10 00:00:00-05:00,111.08,111.09,105.83,107.79,50396362
2016-11-11 00:00:00-05:00,107.12,108.87,106.55,108.42,29535607
2016-11-14 00:00:00-05:00,107.71,107.809,104.08,105.7,44922624
2016-11-15 00:00:00-05:00,106.57,107.68,106.1593,107.11,27342361
2016-11-16 00:00:00-05:00,106.7,110.23,105.15,110.01,34086433
2016-11-17 00:00:00-05:00,109.82,110.35,108.83,109.94,23538548
2016-11-18 00:00:00-05:00,109.72,110.54,109.66,110.06,21775028
2016-11-21 00:00:00-05:00,110.12,111.99,110.01,111.73,22945006
2016-11-22 00:00:00-05:00,111.95,112.42,111.4,111.77,18575454
2016-11-23 00:00:00-05:00,111.36,111.51,110.33,111.225,20866996
2016-11-25 00:00:00-05:00,111.13,111.87,110.95,111.78,9630641
2016-11-28 00:00:00-05:00,111.43,112.465,111.39,111.58,19275066
2016-11-29 00:00:00-05:00,110.78,112.03,110.07,111.46,24141040
2016-11-30 00:00:00-05:00,111.61,112.2,110.27,110.52,25114403
2016-12-01 00:00:00-05:00,110.39,110.94,109.03,109.47,29694946
2016-12-02 00:00:00-05:00,109.17,110.09,108.85,109.89,20479778
2016-12-05 00:00:00-05:00,110.0,110.03,108.25,109.1,26882437
2016-12-06 00:00:00-05:00,109.5,110.36,109.19,109.94,21727265
2016-12-07 00:00:00-05:00,109.26,111.19,109.16,111.01,24588647
2016-12-08 00:00:00-05:00,110.86,112.43,110.6,112.11,21747242
2016-12-09 00:00:00-05:00,112.31,114.7,112.31,113.96,28959916
2016-12-12 00:00:00-05:00,113.29,115.0,112.49,113.29,21593854
2016-12-13 00:00:00-05:00,113.84,115.92,113.75,115.19,34528200
2016-12-14 00:00:00-05:00,115.04,116.2,114.98,115.2,28192042
2016-12-15 00:00:00-05:00,115.38,116.73,115.23,115.82,25218887
2016-12-16 00:00:00-05:00,116.47,116.5,115.645,115.9725,28243005
2016-12-19 00:00:00-05:00,115.8,117.38,115.75,116.63,19901427
2016-12-20 00:00:00-05:00,116.74,117.5,116.68,116.95,14957431
2016-12-21 00:00:00-05:00,116.8,117.4,116.78,117.06,15403089
2016-12-22 00:00:00-05:00,116.35,116.51,115.64,116.29,20570076
2016-12-23 00:00:00-05:00,115.59,116.52,115.59,116.51,11891714
2016-12-27 00:00:00-05:00,116.52,117.8,116.49,117.25,15072408
2016-12-28 00:00:00-05:00,117.52,118.0166,116.2,116.75,17231568
2016-12-29 00:00:00-05:00,116.45,117.1095,116.4,116.73,12401068
2016-12-30 00:00:00-05:00,116.65,117.2,115.43,115.84,23250152
2017-01-03 00:00:00-05:00,115.8,116.33,114.76,116.14,23412285
2017-01-04 00:00:00-05:00,115.85,116.51,115.75,116.02,16862947
2017-01-05 00:00:00-05:00,115.92,116.8642,115.81,116.61,19224150
2017-01-06 00:00:00-05:00,116.78,118.16,116.47,117.91,27286295
2017-01-09 00:00:00-05:00,117.95,119.43,117.94,119.0,27277644
2017-01-10 00:00:00-05:00,118.77,119.38,118.3,119.11,19410132
2017-01-11 00:00:00-05:00,118.74,119.93,118.6,119.73,23055044
2017-01-12 00:00:00-05:00,118.895,119.3,118.21,119.25,22972978
2017-01-13 00:00:00-05:00,119.11,119.62,118.81,119.03,20561275
2017-01-17 00:00:00-05:00,118.34,120.24,118.22,119.99,28121739
2017-01-18 00:00:00-05:00,120.0,120.5,119.71,119.97,18562058
2017-01-19 00:00:00-05:00,119.4,120.09,119.37,119.77,18277861
2017-01-20 00:00:00-05:00,120.45,120.45,119.7346,119.99,22210074
2017-01-23 00:00:00-05:00,120.0,120.81,119.77,120.09,18036518
2017-01-24 00:00:00-05:00,119.55,120.1,119.5,119.97,19543692
2017-01-25 00:00:00-05:00,120.42,122.1,120.28,121.9,27354401
2017-01-26 00:00:00-05:00,121.67,122.44,121.6,121.94,18565665
2017-01-27 00:00:00-05:00,122.14,122.35,121.6,121.72,16502185
2017-01-30 00:00:00-05:00,120.93,121.62,120.66,121.56,25860686
2017-01-31 00:00:00-05:00,121.15,121.39,120.62,121.3,35728353
2017-02-01 00:00:00-05:00,127.03,130.49,127.01,128.75,94195072
2017-02-02 00:00:00-05:00,127.975,129.39,127.78,128.51,27525463
2017-02-03 00:00:00-05:00,128.31,129.19,128.16,129.07,19369683
2017-02-06 00:00:00-05:00,129.13,130.5,128.92,130.29,22995070
2017-02-07 00:00:00-05:00,130.54,132.09,130.45,131.51,31174732
2017-02-08 00:00:00-05:00,131.35,132.22,131.22,132.04,18045554
2017-02-09 00:00:00-05:00,131.66,132.445,131.12,132.41,19677132
2017-02-10 00:00:00-05:00,132.46,132.94,132.06,132.12,15949884
2017-02-13 00:00:00-05:00,133.08,133.82,132.75,133.29,18417870
2017-02-14 00:00:00-05:00,133.43,135.09,133.25,135.01,25705409
2017-02-15 00:00:00-05:00,135.52,136.27,134.62,135.51,28755654
2017-02-16 00:00:00-05:00,135.67,135.9,134.8398,135.345,18654773
2017-02-17 00:00:00-05:00,135.1,135.79,135.1,135.71,17075615
2017-02-21 00:00:00-05:00,136.24,136.75,135.98,136.69,17736822
2017-02-22 00:00:00-05:00,136.46,137.12,136.11,137.1,14681979
2017-02-23 00:00:00-05:00,137.38,137.48,136.3,136.53,16962393
2017-02-24 00:00:00-05:00,135.91,136.65,135.28,136.64,17604312
2017-02-27 00:00:00-05:00,137.04,137.435,136.28,136.94,15751594
2017-02-28 00:00:00-05:00,137.08,137.435,136.7,136.99,16460604
2017-03-01 00:00:00-05:00,137.89,140.15,137.595,139.79,29942341
2017-03-02 00:00:00-05:00,140.0,140.2786,138.76,138.93,21447349
2017-03-03 00:00:00-05:00,138.78,139.83,138.59,139.77,15740950
2017-03-06 00:00:00-05:00,139.365,139.77,138.5959,139.32,15047564
2017-03-07 00:00:00-05:00,139.06,139.98,138.79,139.49,13954738
2017-03-08 00:00:00-05:00,138.95,139.8,138.82,139.01,14375609
2017-03-09 00:00:00-05:00,138.74,138.79,137.05,138.68,17114537
2017-03-10 00:00:00-05:00,139.25,139.3571,138.64,139.15,15691521
2017-03-13 00:00:00-04:00,138.85,139.43,138.82,139.19,12632553
2017-03-14 00:00:00-04:00,139.3,139.65,138.84,138.98,12271676
2017-03-15 00:00:00-04:00,139.41,140.7501,139.025,140.45,19589428
2017-03-16 00:00:00-04:00,140.72,141.02,140.26,140.69,15847046
2017-03-17 00:00:00-04:00,141.0,141.0,139.89,139.91,24755469
2017-03-20 00:00:00-04:00,140.4,141.5,140.23,141.49,16443665
2017-03-21 00:00:00-04:00,142.11,142.8,139.73,139.85,33192511
2017-03-22 00:00:00-04:00,139.845,141.6,139.76,141.43,21608322
2017-03-23 00:00:00-04:00,141.26,141.5844,140.61,140.92,17016586
2017-03-24 00:00:00-04:00,141.39,141.74,140.35,140.63,17897125
2017-03-27 00:00:00-04:00,139.39,141.22,138.62,140.88,18364935
2017-03-28 00:00:00-04:00,140.91,144.04,140.62,143.81,27907420
2017-03-29 00:00:00-04:00,143.68,144.49,143.19,144.16,23204631
2017-03-30 00:00:00-04:00,144.19,144.5,143.5,143.92,16322791
2017-03-31 00:00:00-04:00,143.72,144.27,143.01,143.67,14770213
2017-04-03 00:00:00-04:00,143.71,144.12,143.05,143.7,15995121
2017-04-04 00:00:00-04:00,143.25,144.89,143.17,144.76,16858913
2017-04-05 00:00:00-04:00,144.22,145.46,143.81,144.02,23132460
2017-04-06 00:00:00-04:00,144.29,144.52,143.45,143.67,17103902
2017-04-07 00:00:00-04:00,143.73,144.18,143.27,143.34,13666990
2017-04-10 00:00:00-04:00,143.6,143.8792,142.9,143.16,14311954
2017-04-11 00:00:00-04:00,142.94,143.35,140.06,141.62,26300774
2017-04-12 00:00:00-04:00,141.6,142.15,141.01,141.79,17472473
2017-04-13 00:00:00-04:00,141.91,142.38,141.05,141.07,14659112
2017-04-17 00:00:00-04:00,141.18,141.87,140.87,141.83,13269369
